Year,Country,Total Emissions
1823,BGD,0
1823,BGR,0
1823,BHR,0
1823,BHS,0
1823,BIH,0
1823,BLR,0
1823,DNK,0
1823,DZA,0
1823,LCA,0
1823,JPN,0
1823,HUN,0
1823,IDN,0
1823,IND,0
1823,IRL,0
1823,IRN,0
1823,IRQ,0
1823,ISL,0
1823,ISR,0
1823,ITA,0
1823,JAM,0
1823,JOR,0
1823,KAZ,0
1823,ECU,0
1823,KEN,0
1823,KGZ,0
1823,KHM,0
1823,KIR,0
1823,KNA,0
1823,KOR,0
1823,KWT,0
1823,LAO,0
1823,LBN,0
1823,LBR,0
1823,AF,0
1823,HTI,0
1823,HRV,0
1823,HND,0
1823,HKG,0
1823,EGY,0
1823,ERI,0
1823,ESP,0
1823,EST,0
1823,ETH,0
1823,FIN,0
1823,FJI,0
1823,FRO,0
1823,FSM,0
1823,GAB,0
1823,GEO,0
1823,GHA,0
1823,GIN,0
1823,GLP,0
1823,GMB,0
1823,GNB,0
1823,GNQ,0
1823,GRC,0
1823,GRD,0
1823,GRL,0
1823,GTM,0
1823,GUF,0
1823,GUY,0
1823,ZWE,0
1824,OWID_WRL,58525072
1824,GBR,49082944
1824,FRA,3517440
1824,DEU,3231648
1824,POL,1275072
1824,USA,1014928
1824,AUT,399376
1824,CAN,3664
1824,NIU,0
1824,NLD,0
1824,NOR,0
1824,NPL,0
1824,PAK,0
1824,NRU,0
1824,NZL,0
1824,OMN,0
1824,OWID_KOS,0
1824,ABW,0
1824,PAN,0
1824,PER,0
1824,NGA,0
1824,PHL,0
1824,PLW,0
1824,PNG,0
1824,PRI,0
1824,PRK,0
1824,PRT,0
1824,PRY,0
1824,PSE,0
1824,NIC,0
1824,NCL,0
1824,NER,0
1824,QAT,0
1824,LTU,0
1824,LUX,0
1824,LVA,0
1824,MAC,0
1824,MAR,0
1824,MDA,0
1824,MDG,0
1824,MDV,0
1824,MEX,0
1824,MHL,0
1824,MKD,0
1824,MLI,0
1824,MLT,0
1824,MMR,0
1824,MNE,0
1824,MNG,0
1824,MOZ,0
1824,MRT,0
1824,MSR,0
1824,MTQ,0
1824,MUS,0
1824,MWI,0
1824,MYS,0
1824,MYT,0
1824,NAM,0
1824,PYF,0
1824,ROU,0
1824,REU,0
1824,UKR,0
1824,TJK,0
1824,TKM,0
1824,TLS,0
1824,TON,0
1824,TTO,0
1824,TUN,0
1824,TUR,0
1824,TUV,0
1824,TWN,0
1824,TZA,0
1824,UGA,0
1824,URY,0
1824,LKA,0
1824,UZB,0
1824,VCT,0
1824,VEN,0
1824,VGB,0
1824,VNM,0
1824,VUT,0
1824,WLF,0
1824,WSM,0
1824,YEM,0
1824,ZAF,0
1824,ZMB,0
1824,THA,0
1824,TGO,0
1824,TCD,0
1824,TCA,0
1824,RUS,0
1824,RWA,0
1824,SAU,0
1824,SDN,0
1824,SEN,0
1824,SGP,0
1824,SHN,0
1824,SLB,0
1824,SLE,0
1824,SLV,0
1824,SOM,0
1824,SPM,0
1824,SRB,0
1824,SSD,0
1824,STP,0
1824,SUR,0
1824,SVK,0
1824,SVN,0
1824,SWE,0
1824,SWZ,0
1824,SXM,0
1824,SYC,0
1824,SYR,0
1824,LSO,0
1824,LBY,0
1824,LIE,0
1824,COG,0
1824,BRB,0
1824,BRN,0
1824,BTN,0
1824,BWA,0
1824,CAF,0
1824,CHE,0
1824,CHL,0
1824,CHN,0
1824,CIV,0
1824,CMR,0
1824,COD,0
1824,COK,0
1824,DOM,0
1824,COL,0
1824,COM,0
1824,CPV,0
1824,CRI,0
1824,CUB,0
1824,CUW,0
1824,CXR,0
1824,CYP,0
1824,CZE,0
1824,DJI,0
1824,DMA,0
1824,BRA,0
1824,BOL,0
1824,BMU,0
1824,BLZ,0
1824,AFG,0
1824,AGO,0
1824,AIA,0
1824,ALB,0
1824,AND,0
1824,ARE,0
1824,ARG,0
1824,ARM,0
1824,ATA,0
1824,ATG,0
1824,AUS,0
1824,AZE,0
1824,BDI,0
1824,BEL,0
1824,BEN,0
1824,BES,0
1824,BFA,0
1824,BGD,0
1824,BGR,0
1824,BHR,0
1824,BHS,0
1824,BIH,0
1824,BLR,0
1824,DNK,0
1824,DZA,0
1824,LCA,0
1824,JPN,0
1824,HUN,0
1824,IDN,0
1824,IND,0
1824,IRL,0
1824,IRN,0
1824,IRQ,0
1824,ISL,0
1824,ISR,0
1824,ITA,0
1824,JAM,0
1824,JOR,0
1824,KAZ,0
1824,ECU,0
1824,KEN,0
1824,KGZ,0
1824,KHM,0
1824,KIR,0
1824,KNA,0
1824,KOR,0
1824,KWT,0
1824,LAO,0
1824,LBN,0
1824,LBR,0
1824,AF,0
1824,HTI,0
1824,HRV,0
1824,HND,0
1824,HKG,0
1824,EGY,0
1824,ERI,0
1824,ESP,0
1824,EST,0
1824,ETH,0
1824,FIN,0
1824,FJI,0
1824,FRO,0
1824,FSM,0
1824,GAB,0
1824,GEO,0
1824,GHA,0
1824,GIN,0
1824,GLP,0
1824,GMB,0
1824,GNB,0
1824,GNQ,0
1824,GRC,0
1824,GRD,0
1824,GRL,0
1824,GTM,0
1824,GUF,0
1824,GUY,0
1824,ZWE,0
1825,OWID_WRL,60756448
1825,GBR,49592240
1825,DEU,4338176
1825,FRA,3957120
1825,POL,1326368
1825,USA,1135840
1825,AUT,403040
1825,CAN,3664
1825,NIU,0
1825,NLD,0
1825,NOR,0
1825,NPL,0
1825,PAK,0
1825,NRU,0
1825,NZL,0
1825,OMN,0
1825,OWID_KOS,0
1825,ABW,0
1825,PAN,0
1825,PER,0
1825,NGA,0
1825,PHL,0
1825,PLW,0
1825,PNG,0
1825,PRI,0
1825,PRK,0
1825,PRT,0
1825,PRY,0
1825,PSE,0
1825,NIC,0
1825,NCL,0
1825,NER,0
1825,QAT,0
1825,LTU,0
1825,LUX,0
1825,LVA,0
1825,MAC,0
1825,MAR,0
1825,MDA,0
1825,MDG,0
1825,MDV,0
1825,MEX,0
1825,MHL,0
1825,MKD,0
1825,MLI,0
1825,MLT,0
1825,MMR,0
1825,MNE,0
1825,MNG,0
1825,MOZ,0
1825,MRT,0
1825,MSR,0
1825,MTQ,0
1825,MUS,0
1825,MWI,0
1825,MYS,0
1825,MYT,0
1825,NAM,0
1825,PYF,0
1825,ROU,0
1825,REU,0
1825,UKR,0
1825,TJK,0
1825,TKM,0
1825,TLS,0
1825,TON,0
1825,TTO,0
1825,TUN,0
1825,TUR,0
1825,TUV,0
1825,TWN,0
1825,TZA,0
1825,UGA,0
1825,URY,0
1825,LKA,0
1825,UZB,0
1825,VCT,0
1825,VEN,0
1825,VGB,0
1825,VNM,0
1825,VUT,0
1825,WLF,0
1825,WSM,0
1825,YEM,0
1825,ZAF,0
1825,ZMB,0
1825,THA,0
1825,TGO,0
1825,TCD,0
1825,TCA,0
1825,RUS,0
1825,RWA,0
1825,SAU,0
1825,SDN,0
1825,SEN,0
1825,SGP,0
1825,SHN,0
1825,SLB,0
1825,SLE,0
1825,SLV,0
1825,SOM,0
1825,SPM,0
1825,SRB,0
1825,SSD,0
1825,STP,0
1825,SUR,0
1825,SVK,0
1825,SVN,0
1825,SWE,0
1825,SWZ,0
1825,SXM,0
1825,SYC,0
1825,SYR,0
1825,LSO,0
1825,LBY,0
1825,LIE,0
1825,COG,0
1825,BRB,0
1825,BRN,0
1825,BTN,0
1825,BWA,0
1825,CAF,0
1825,CHE,0
1825,CHL,0
1825,CHN,0
1825,CIV,0
1825,CMR,0
1825,COD,0
1825,COK,0
1825,DOM,0
1825,COL,0
1825,COM,0
1825,CPV,0
1825,CRI,0
1825,CUB,0
1825,CUW,0
1825,CXR,0
1825,CYP,0
1825,CZE,0
1825,DJI,0
1825,DMA,0
1825,BRA,0
1825,BOL,0
1825,BMU,0
1825,BLZ,0
1825,AFG,0
1825,AGO,0
1825,AIA,0
1825,ALB,0
1825,AND,0
1825,ARE,0
1825,ARG,0
1825,ARM,0
1825,ATA,0
1825,ATG,0
1825,AUS,0
1825,AZE,0
1825,BDI,0
1825,BEL,0
1825,BEN,0
1825,BES,0
1825,BFA,0
1825,BGD,0
1825,BGR,0
1825,BHR,0
1825,BHS,0
1825,BIH,0
1825,BLR,0
1825,DNK,0
1825,DZA,0
1825,LCA,0
1825,JPN,0
1825,HUN,0
1825,IDN,0
1825,IND,0
1825,IRL,0
1825,IRN,0
1825,IRQ,0
1825,ISL,0
1825,ISR,0
1825,ITA,0
1825,JAM,0
1825,JOR,0
1825,KAZ,0
1825,ECU,0
1825,KEN,0
1825,KGZ,0
1825,KHM,0
1825,KIR,0
1825,KNA,0
1825,KOR,0
1825,KWT,0
1825,LAO,0
1825,LBN,0
1825,LBR,0
1825,AF,0
1825,HTI,0
1825,HRV,0
1825,HND,0
1825,HKG,0
1825,EGY,0
1825,ERI,0
1825,ESP,0
1825,EST,0
1825,ETH,0
1825,FIN,0
1825,FJI,0
1825,FRO,0
1825,FSM,0
1825,GAB,0
1825,GEO,0
1825,GHA,0
1825,GIN,0
1825,GLP,0
1825,GMB,0
1825,GNB,0
1825,GNQ,0
1825,GRC,0
1825,GRD,0
1825,GRL,0
1825,GTM,0
1825,GUF,0
1825,GUY,0
1825,ZWE,0
1826,OWID_WRL,61419632
1826,GBR,50145504
1826,DEU,4187952
1826,FRA,4089024
1826,USA,1315376
1826,POL,1220112
1826,AUT,458000
1826,CAN,3664
1826,NIU,0
1826,NLD,0
1826,NOR,0
1826,NPL,0
1826,PAK,0
1826,NRU,0
1826,NZL,0
1826,OMN,0
1826,OWID_KOS,0
1826,ABW,0
1826,PAN,0
1826,PER,0
1826,NGA,0
1826,PHL,0
1826,PLW,0
1826,PNG,0
1826,PRI,0
1826,PRK,0
1826,PRT,0
1826,PRY,0
1826,PSE,0
1826,NIC,0
1826,NCL,0
1826,NER,0
1826,QAT,0
1826,LTU,0
1826,LUX,0
1826,LVA,0
1826,MAC,0
1826,MAR,0
1826,MDA,0
1826,MDG,0
1826,MDV,0
1826,MEX,0
1826,MHL,0
1826,MKD,0
1826,MLI,0
1826,MLT,0
1826,MMR,0
1826,MNE,0
1826,MNG,0
1826,MOZ,0
1826,MRT,0
1826,MSR,0
1826,MTQ,0
1826,MUS,0
1826,MWI,0
1826,MYS,0
1826,MYT,0
1826,NAM,0
1826,PYF,0
1826,ROU,0
1826,REU,0
1826,UKR,0
1826,TJK,0
1826,TKM,0
1826,TLS,0
1826,TON,0
1826,TTO,0
1826,TUN,0
1826,TUR,0
1826,TUV,0
1826,TWN,0
1826,TZA,0
1826,UGA,0
1826,URY,0
1826,LKA,0
1826,UZB,0
1826,VCT,0
1826,VEN,0
1826,VGB,0
1826,VNM,0
1826,VUT,0
1826,WLF,0
1826,WSM,0
1826,YEM,0
1826,ZAF,0
1826,ZMB,0
1826,THA,0
1826,TGO,0
1826,TCD,0
1826,TCA,0
1826,RUS,0
1826,RWA,0
1826,SAU,0
1826,SDN,0
1826,SEN,0
1826,SGP,0
1826,SHN,0
1826,SLB,0
1826,SLE,0
1826,SLV,0
1826,SOM,0
1826,SPM,0
1826,SRB,0
1826,SSD,0
1826,STP,0
1826,SUR,0
1826,SVK,0
1826,SVN,0
1826,SWE,0
1826,SWZ,0
1826,SXM,0
1826,SYC,0
1826,SYR,0
1826,LSO,0
1826,LBY,0
1826,LIE,0
1826,COG,0
1826,BRB,0
1826,BRN,0
1826,BTN,0
1826,BWA,0
1826,CAF,0
1826,CHE,0
1826,CHL,0
1826,CHN,0
1826,CIV,0
1826,CMR,0
1826,COD,0
1826,COK,0
1826,DOM,0
1826,COL,0
1826,COM,0
1826,CPV,0
1826,CRI,0
1826,CUB,0
1826,CUW,0
1826,CXR,0
1826,CYP,0
1826,CZE,0
1826,DJI,0
1826,DMA,0
1826,BRA,0
1826,BOL,0
1826,BMU,0
1826,BLZ,0
1826,AFG,0
1826,AGO,0
1826,AIA,0
1826,ALB,0
1826,AND,0
1826,ARE,0
1826,ARG,0
1826,ARM,0
1826,ATA,0
1826,ATG,0
1826,AUS,0
1826,AZE,0
1826,BDI,0
1826,BEL,0
1826,BEN,0
1826,BES,0
1826,BFA,0
1826,BGD,0
1826,BGR,0
1826,BHR,0
1826,BHS,0
1826,BIH,0
1826,BLR,0
1826,DNK,0
1826,DZA,0
1826,LCA,0
1826,JPN,0
1826,HUN,0
1826,IDN,0
1826,IND,0
1826,IRL,0
1826,IRN,0
1826,IRQ,0
1826,ISL,0
1826,ISR,0
1826,ITA,0
1826,JAM,0
1826,JOR,0
1826,KAZ,0
1826,ECU,0
1826,KEN,0
1826,KGZ,0
1826,KHM,0
1826,KIR,0
1826,KNA,0
1826,KOR,0
1826,KWT,0
1826,LAO,0
1826,LBN,0
1826,LBR,0
1826,AF,0
1826,HTI,0
1826,HRV,0
1826,HND,0
1826,HKG,0
1826,EGY,0
1826,ERI,0
1826,ESP,0
1826,EST,0
1826,ETH,0
1826,FIN,0
1826,FJI,0
1826,FRO,0
1826,FSM,0
1826,GAB,0
1826,GEO,0
1826,GHA,0
1826,GIN,0
1826,GLP,0
1826,GMB,0
1826,GNB,0
1826,GNQ,0
1826,GRC,0
1826,GRD,0
1826,GRL,0
1826,GTM,0
1826,GUF,0
1826,GUY,0
1826,ZWE,0
1827,OWID_WRL,65915360
1827,GBR,52230320
1827,FRA,5910032
1827,DEU,4539696
1827,USA,1447280
1827,POL,1308048
1827,AUT,476320
1827,CAN,3664
1827,NIU,0
1827,NLD,0
1827,NOR,0
1827,NPL,0
1827,PAK,0
1827,NRU,0
1827,NZL,0
1827,OMN,0
1827,OWID_KOS,0
1827,ABW,0
1827,PAN,0
1827,PER,0
1827,NGA,0
1827,PHL,0
1827,PLW,0
1827,PNG,0
1827,PRI,0
1827,PRK,0
1827,PRT,0
1827,PRY,0
1827,PSE,0
1827,NIC,0
1827,NCL,0
1827,NER,0
1827,QAT,0
1827,LTU,0
1827,LUX,0
1827,LVA,0
1827,MAC,0
1827,MAR,0
1827,MDA,0
1827,MDG,0
1827,MDV,0
1827,MEX,0
1827,MHL,0
1827,MKD,0
1827,MLI,0
1827,MLT,0
1827,MMR,0
1827,MNE,0
1827,MNG,0
1827,MOZ,0
1827,MRT,0
1827,MSR,0
1827,MTQ,0
1827,MUS,0
1827,MWI,0
1827,MYS,0
1827,MYT,0
1827,NAM,0
1827,PYF,0
1827,ROU,0
1827,REU,0
1827,UKR,0
1827,TJK,0
1827,TKM,0
1827,TLS,0
1827,TON,0
1827,TTO,0
1827,TUN,0
1827,TUR,0
1827,TUV,0
1827,TWN,0
1827,TZA,0
1827,UGA,0
1827,URY,0
1827,LKA,0
1827,UZB,0
1827,VCT,0
1827,VEN,0
1827,VGB,0
1827,VNM,0
1827,VUT,0
1827,WLF,0
1827,WSM,0
1827,YEM,0
1827,ZAF,0
1827,ZMB,0
1827,THA,0
1827,TGO,0
1827,TCD,0
1827,TCA,0
1827,RUS,0
1827,RWA,0
1827,SAU,0
1827,SDN,0
1827,SEN,0
1827,SGP,0
1827,SHN,0
1827,SLB,0
1827,SLE,0
1827,SLV,0
1827,SOM,0
1827,SPM,0
1827,SRB,0
1827,SSD,0
1827,STP,0
1827,SUR,0
1827,SVK,0
1827,SVN,0
1827,SWE,0
1827,SWZ,0
1827,SXM,0
1827,SYC,0
1827,SYR,0
1827,LSO,0
1827,LBY,0
1827,LIE,0
1827,COG,0
1827,BRB,0
1827,BRN,0
1827,BTN,0
1827,BWA,0
1827,CAF,0
1827,CHE,0
1827,CHL,0
1827,CHN,0
1827,CIV,0
1827,CMR,0
1827,COD,0
1827,COK,0
1827,DOM,0
1827,COL,0
1827,COM,0
1827,CPV,0
1827,CRI,0
1827,CUB,0
1827,CUW,0
1827,CXR,0
1827,CYP,0
1827,CZE,0
1827,DJI,0
1827,DMA,0
1827,BRA,0
1827,BOL,0
1827,BMU,0
1827,BLZ,0
1827,AFG,0
1827,AGO,0
1827,AIA,0
1827,ALB,0
1827,AND,0
1827,ARE,0
1827,ARG,0
1827,ARM,0
1827,ATA,0
1827,ATG,0
1827,AUS,0
1827,AZE,0
1827,BDI,0
1827,BEL,0
1827,BEN,0
1827,BES,0
1827,BFA,0
1827,BGD,0
1827,BGR,0
1827,BHR,0
1827,BHS,0
1827,BIH,0
1827,BLR,0
1827,DNK,0
1827,DZA,0
1827,LCA,0
1827,JPN,0
1827,HUN,0
1827,IDN,0
1827,IND,0
1827,IRL,0
1827,IRN,0
1827,IRQ,0
1827,ISL,0
1827,ISR,0
1827,ITA,0
1827,JAM,0
1827,JOR,0
1827,KAZ,0
1827,ECU,0
1827,KEN,0
1827,KGZ,0
1827,KHM,0
1827,KIR,0
1827,KNA,0
1827,KOR,0
1827,KWT,0
1827,LAO,0
1827,LBN,0
1827,LBR,0
1827,AF,0
1827,HTI,0
1827,HRV,0
1827,HND,0
1827,HKG,0
1827,EGY,0
1827,ERI,0
1827,ESP,0
1827,EST,0
1827,ETH,0
1827,FIN,0
1827,FJI,0
1827,FRO,0
1827,FSM,0
1827,GAB,0
1827,GEO,0
1827,GHA,0
1827,GIN,0
1827,GLP,0
1827,GMB,0
1827,GNB,0
1827,GNQ,0
1827,GRC,0
1827,GRD,0
1827,GRL,0
1827,GTM,0
1827,GUF,0
1827,GUY,0
1827,ZWE,0
1828,OWID_WRL,66637168
1828,GBR,52589392
1828,FRA,6243456
1828,DEU,4539696
1828,USA,1593840
1828,POL,1209120
1828,AUT,458000
1828,CAN,3664
1828,NIU,0
1828,NLD,0
1828,NOR,0
1828,NPL,0
1828,PAK,0
1828,NRU,0
1828,NZL,0
1828,OMN,0
1828,OWID_KOS,0
1828,ABW,0
1828,PAN,0
1828,PER,0
1828,NGA,0
1828,PHL,0
1828,PLW,0
1828,PNG,0
1828,PRI,0
1828,PRK,0
1828,PRT,0
1828,PRY,0
1828,PSE,0
1828,NIC,0
1828,NCL,0
1828,NER,0
1828,QAT,0
1828,LTU,0
1828,LUX,0
1828,LVA,0
1828,MAC,0
1828,MAR,0
1828,MDA,0
1828,MDG,0
1828,MDV,0
1828,MEX,0
1828,MHL,0
1828,MKD,0
1828,MLI,0
1828,MLT,0
1828,MMR,0
1828,MNE,0
1828,MNG,0
1828,MOZ,0
1828,MRT,0
1828,MSR,0
1828,MTQ,0
1828,MUS,0
1828,MWI,0
1828,MYS,0
1828,MYT,0
1828,NAM,0
1828,PYF,0
1828,ROU,0
1828,REU,0
1828,UKR,0
1828,TJK,0
1828,TKM,0
1828,TLS,0
1828,TON,0
1828,TTO,0
1828,TUN,0
1828,TUR,0
1828,TUV,0
1828,TWN,0
1828,TZA,0
1828,UGA,0
1828,URY,0
1828,LKA,0
1828,UZB,0
1828,VCT,0
1828,VEN,0
1828,VGB,0
1828,VNM,0
1828,VUT,0
1828,WLF,0
1828,WSM,0
1828,YEM,0
1828,ZAF,0
1828,ZMB,0
1828,THA,0
1828,TGO,0
1828,TCD,0
1828,TCA,0
1828,RUS,0
1828,RWA,0
1828,SAU,0
1828,SDN,0
1828,SEN,0
1828,SGP,0
1828,SHN,0
1828,SLB,0
1828,SLE,0
1828,SLV,0
1828,SOM,0
1828,SPM,0
1828,SRB,0
1828,SSD,0
1828,STP,0
1828,SUR,0
1828,SVK,0
1828,SVN,0
1828,SWE,0
1828,SWZ,0
1828,SXM,0
1828,SYC,0
1828,SYR,0
1828,LSO,0
1828,LBY,0
1828,LIE,0
1828,COG,0
1828,BRB,0
1828,BRN,0
1828,BTN,0
1828,BWA,0
1828,CAF,0
1828,CHE,0
1828,CHL,0
1828,CHN,0
1828,CIV,0
1828,CMR,0
1828,COD,0
1828,COK,0
1828,DOM,0
1828,COL,0
1828,COM,0
1828,CPV,0
1828,CRI,0
1828,CUB,0
1828,CUW,0
1828,CXR,0
1828,CYP,0
1828,CZE,0
1828,DJI,0
1828,DMA,0
1828,BRA,0
1828,BOL,0
1828,BMU,0
1828,BLZ,0
1828,AFG,0
1828,AGO,0
1828,AIA,0
1828,ALB,0
1828,AND,0
1828,ARE,0
1828,ARG,0
1828,ARM,0
1828,ATA,0
1828,ATG,0
1828,AUS,0
1828,AZE,0
1828,BDI,0
1828,BEL,0
1828,BEN,0
1828,BES,0
1828,BFA,0
1828,BGD,0
1828,BGR,0
1828,BHR,0
1828,BHS,0
1828,BIH,0
1828,BLR,0
1828,DNK,0
1828,DZA,0
1828,LCA,0
1828,JPN,0
1828,HUN,0
1828,IDN,0
1828,IND,0
1828,IRL,0
1828,IRN,0
1828,IRQ,0
1828,ISL,0
1828,ISR,0
1828,ITA,0
1828,JAM,0
1828,JOR,0
1828,KAZ,0
1828,ECU,0
1828,KEN,0
1828,KGZ,0
1828,KHM,0
1828,KIR,0
1828,KNA,0
1828,KOR,0
1828,KWT,0
1828,LAO,0
1828,LBN,0
1828,LBR,0
1828,AF,0
1828,HTI,0
1828,HRV,0
1828,HND,0
1828,HKG,0
1828,EGY,0
1828,ERI,0
1828,ESP,0
1828,EST,0
1828,ETH,0
1828,FIN,0
1828,FJI,0
1828,FRO,0
1828,FSM,0
1828,GAB,0
1828,GEO,0
1828,GHA,0
1828,GIN,0
1828,GLP,0
1828,GMB,0
1828,GNB,0
1828,GNQ,0
1828,GRC,0
1828,GRD,0
1828,GRL,0
1828,GTM,0
1828,GUF,0
1828,GUY,0
1828,ZWE,0
1829,OWID_WRL,66395344
1829,GBR,53336848
1829,FRA,6074912
1829,DEU,3631024
1829,USA,1795360
1829,POL,1066224
1829,AUT,476320
1829,NOR,10992
1829,CAN,3664
1829,NIU,0
1829,NLD,0
1829,NPL,0
1829,PAK,0
1829,NRU,0
1829,NZL,0
1829,OMN,0
1829,OWID_KOS,0
1829,ABW,0
1829,PAN,0
1829,PER,0
1829,NGA,0
1829,PHL,0
1829,PLW,0
1829,PNG,0
1829,PRI,0
1829,PRK,0
1829,PRT,0
1829,PRY,0
1829,PSE,0
1829,NIC,0
1829,NCL,0
1829,NER,0
1829,QAT,0
1829,LTU,0
1829,LUX,0
1829,LVA,0
1829,MAC,0
1829,MAR,0
1829,MDA,0
1829,MDG,0
1829,MDV,0
1829,MEX,0
1829,MHL,0
1829,MKD,0
1829,MLI,0
1829,MLT,0
1829,MMR,0
1829,MNE,0
1829,MNG,0
1829,MOZ,0
1829,MRT,0
1829,MSR,0
1829,MTQ,0
1829,MUS,0
1829,MWI,0
1829,MYS,0
1829,MYT,0
1829,NAM,0
1829,PYF,0
1829,ROU,0
1829,REU,0
1829,UKR,0
1829,TJK,0
1829,TKM,0
1829,TLS,0
1829,TON,0
1829,TTO,0
1829,TUN,0
1829,TUR,0
1829,TUV,0
1829,TWN,0
1829,TZA,0
1829,UGA,0
1829,URY,0
1829,LKA,0
1829,UZB,0
1829,VCT,0
1829,VEN,0
1829,VGB,0
1829,VNM,0
1829,VUT,0
1829,WLF,0
1829,WSM,0
1829,YEM,0
1829,ZAF,0
1829,ZMB,0
1829,THA,0
1829,TGO,0
1829,TCD,0
1829,TCA,0
1829,RUS,0
1829,RWA,0
1829,SAU,0
1829,SDN,0
1829,SEN,0
1829,SGP,0
1829,SHN,0
1829,SLB,0
1829,SLE,0
1829,SLV,0
1829,SOM,0
1829,SPM,0
1829,SRB,0
1829,SSD,0
1829,STP,0
1829,SUR,0
1829,SVK,0
1829,SVN,0
1829,SWE,0
1829,SWZ,0
1829,SXM,0
1829,SYC,0
1829,SYR,0
1829,LSO,0
1829,LBY,0
1829,LIE,0
1829,COG,0
1829,BRB,0
1829,BRN,0
1829,BTN,0
1829,BWA,0
1829,CAF,0
1829,CHE,0
1829,CHL,0
1829,CHN,0
1829,CIV,0
1829,CMR,0
1829,COD,0
1829,COK,0
1829,DOM,0
1829,COL,0
1829,COM,0
1829,CPV,0
1829,CRI,0
1829,CUB,0
1829,CUW,0
1829,CXR,0
1829,CYP,0
1829,CZE,0
1829,DJI,0
1829,DMA,0
1829,BRA,0
1829,BOL,0
1829,BMU,0
1829,BLZ,0
1829,AFG,0
1829,AGO,0
1829,AIA,0
1829,ALB,0
1829,AND,0
1829,ARE,0
1829,ARG,0
1829,ARM,0
1829,ATA,0
1829,ATG,0
1829,AUS,0
1829,AZE,0
1829,BDI,0
1829,BEL,0
1829,BEN,0
1829,BES,0
1829,BFA,0
1829,BGD,0
1829,BGR,0
1829,BHR,0
1829,BHS,0
1829,BIH,0
1829,BLR,0
1829,DNK,0
1829,DZA,0
1829,LCA,0
1829,JPN,0
1829,HUN,0
1829,IDN,0
1829,IND,0
1829,IRL,0
1829,IRN,0
1829,IRQ,0
1829,ISL,0
1829,ISR,0
1829,ITA,0
1829,JAM,0
1829,JOR,0
1829,KAZ,0
1829,ECU,0
1829,KEN,0
1829,KGZ,0
1829,KHM,0
1829,KIR,0
1829,KNA,0
1829,KOR,0
1829,KWT,0
1829,LAO,0
1829,LBN,0
1829,LBR,0
1829,AF,0
1829,HTI,0
1829,HRV,0
1829,HND,0
1829,HKG,0
1829,EGY,0
1829,ERI,0
1829,ESP,0
1829,EST,0
1829,ETH,0
1829,FIN,0
1829,FJI,0
1829,FRO,0
1829,FSM,0
1829,GAB,0
1829,GEO,0
1829,GHA,0
1829,GIN,0
1829,GLP,0
1829,GMB,0
1829,GNB,0
1829,GNQ,0
1829,GRC,0
1829,GRD,0
1829,GRL,0
1829,GTM,0
1829,GUF,0
1829,GUY,0
1829,ZWE,0
1830,OWID_WRL,89123136
1830,GBR,67864608
1830,FRA,6551232
1830,BEL,6195824
1830,DEU,4792512
1830,USA,2088480
1830,POL,989280
1830,AUT,494640
1830,HUN,113584
1830,RUS,11177
1830,NOR,7328
1830,CAN,3664
1830,ESP,3664
1830,UKR,3547
1830,KAZ,1213
1830,BLR,508
1830,UZB,497
1830,AZE,243
1830,MDA,197
1830,LTU,190
1830,EST,184
1830,TKM,155
1830,LVA,122
1830,KGZ,107
1830,GEO,75
1830,TJK,62
1830,ARM,42
1830,NZL,0
1830,NGA,0
1830,NIC,0
1830,NIU,0
1830,NLD,0
1830,WSM,0
1830,WLF,0
1830,NPL,0
1830,NRU,0
1830,OMN,0
1830,NCL,0
1830,OWID_KOS,0
1830,VUT,0
1830,PAK,0
1830,PAN,0
1830,PER,0
1830,PHL,0
1830,PLW,0
1830,PNG,0
1830,VNM,0
1830,PRI,0
1830,NER,0
1830,MYT,0
1830,NAM,0
1830,MYS,0
1830,ZMB,0
1830,ZAF,0
1830,MDG,0
1830,MDV,0
1830,MEX,0
1830,MHL,0
1830,MKD,0
1830,MLI,0
1830,MLT,0
1830,MMR,0
1830,MNE,0
1830,MNG,0
1830,MOZ,0
1830,MRT,0
1830,MSR,0
1830,MTQ,0
1830,YEM,0
1830,MUS,0
1830,MWI,0
1830,PRK,0
1830,TUV,0
1830,TUR,0
1830,TCA,0
1830,STP,0
1830,SUR,0
1830,SVK,0
1830,SVN,0
1830,SWE,0
1830,SWZ,0
1830,SXM,0
1830,SYC,0
1830,SYR,0
1830,UGA,0
1830,SRB,0
1830,TCD,0
1830,TGO,0
1830,THA,0
1830,TZA,0
1830,TLS,0
1830,TON,0
1830,TTO,0
1830,TUN,0
1830,TWN,0
1830,SSD,0
1830,SPM,0
1830,PRT,0
1830,MAR,0
1830,PRY,0
1830,PSE,0
1830,VGB,0
1830,PYF,0
1830,QAT,0
1830,REU,0
1830,VEN,0
1830,VCT,0
1830,ROU,0
1830,RWA,0
1830,SOM,0
1830,SAU,0
1830,SDN,0
1830,SEN,0
1830,SGP,0
1830,SHN,0
1830,URY,0
1830,SLB,0
1830,SLE,0
1830,SLV,0
1830,ABW,0
1830,LBY,0
1830,MAC,0
1830,COL,0
1830,BWA,0
1830,CAF,0
1830,CHE,0
1830,CHL,0
1830,CHN,0
1830,CIV,0
1830,CMR,0
1830,COD,0
1830,COG,0
1830,COK,0
1830,COM,0
1830,BRN,0
1830,CPV,0
